Bus ID,lat,lng,Zone,Bus Name,Sub Name,Area,BaseKV,PU Volt,Volt (kV),Angle (Deg),MW Load,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num,Bus Type,Mismatch MW,Mismatch Mvar,Mismatch MVA,Bus Area,Sub Area
150342,32.6293,-97.2993,5,KENNEDALE 7,KENNEDALE 7 2,North Central,138,1.02006,140.768,-16.47,168.1,33.6,,2105,,,0,0,1,PQ,0,0,0,1,16
110442,29.577,-95.0423,7,SEABROOK 1,SEABROOK 1 3,Coast,69,0.97094,66.995,-28.61,160.5,92.4,,297,,,0,0,1,PQ,0,0,0,1,12
220021,30.9833,-102.299,1,MC CAMEY 1,MC CAMEY 1 1,Far West,138,1.03084,142.256,38.34,152.21,31.22,,3602,,,0,0,1,PQ,0,0,0,2,23
160009,27.6832,-97.2579,4,PORT ARANSAS 1,PORT ARANSAS 1 1,South,138,1.01725,140.381,21.24,152.1,42.73,,2225,,,0,0,1,PQ,0,0,0,1,17
160187,27.8923,-97.3103,4,GREGORY 2,GREGORY 2 1,South,138,1.01727,140.383,22.01,150.3,85.5,,2400,,,0,0,1,PQ,0,0,0,1,17
220150,30.9315,-102.2014,1,IRAAN 3,IRAAN 3 1,Far West,138,1.03087,142.261,37.51,147.7,48.7,,3705,,,0,0,1,PQ,0,0,0,2,23
220110,32.0014,-102.064,1,MIDLAND 23,MIDLAND 23 1,Far West,138,1.02968,142.096,22.33,146.9,38.39,,3690,,,0,0,1,PQ,0,0,0,2,23
160140,27.8254,-97.5313,4,CORPUS CHRISTI 8,CORPUS CHRISTI 8 2,South,138,1.03539,142.884,23.19,143.6,68.71,,2353,,,0,0,1,PQ,0,0,0,1,17
220190,31.995,-102.8283,1,GOLDSMITH 4,GOLDSMITH 4 2,Far West,138,1.01953,140.696,33.9,141.5,83.2,,3719,,,0,0,1,PQ,0,0,0,2,23
140372,30.0382,-96.9875,6,WEST POINT 3,WEST POINT 3 1,South Central,345,1.03812,358.152,2.76,136.2,49.5,,1823,,,0,0,1,PQ,0,0,0,1,15
270156,29.8929,-97.9107,6,SAN MARCOS 3,SAN MARCOS 3 1,South Central,138,1.00964,139.33,-2.2,130.9,57.5,,4860,,,0,0,1,PQ,0,0,0,2,28
111068,30.023,-95.3839,7,SPRING 32,SPRING 32 2,Coast,138,1.00657,138.906,-23.47,128.3,88.5,,755,,,0,0,1,PQ,0,0,0,1,12
190060,34.8209,-102.397,2,SUMMERFIELD 1,SUMMERFIELD 1 1,North,138,1.01168,139.612,49.99,125.7,20.16,,3056,,,0,0,1,PQ,0,0,0,1,20
111019,29.7701,-94.6678,7,WALLISVILLE 2,WALLISVILLE 2 1,Coast,138,0.98855,136.42,-27.61,125.6,76.1,,724,,,0,0,1,PQ,0,0,0,1,12
270159,29.8498,-98.0096,6,SAN MARCOS 5,SAN MARCOS 5 1,South Central,138,1.01675,140.311,-1.2,123,54,,4862,,,0,0,1,PQ,0,0,0,2,28
220100,31.9905,-102.142,1,MIDLAND 13,MIDLAND 13 2,Far West,138,1.03211,142.431,26.21,122.4,51.41,,3680,,,0,0,1,PQ,0,0,0,2,23
160290,27.5925,-97.5008,4,CORPUS CHRISTI 33,CORPUS CHRISTI 33 2,South,138,1.02162,140.984,22.42,116.8,74.3,,2428,,,0,0,1,PQ,0,0,0,1,17
130309,32.3463,-96.6432,5,ENNIS 5,ENNIS 5 1,North Central,138,1.02976,142.107,-19.04,115.9,39.62,,1531,,,0,0,1,PQ,0,0,0,1,14
110096,28.931,-96.2976,7,MIDFIELD 1,MIDFIELD 1 4,Coast,1,0.96506,0.965,-6.97,115,75.2,,24,,,0,0,1,PQ,0,0,0,1,12
110123,29.4375,-96.1569,7,HUNGERFORD 2,HUNGERFORD 2 1,Coast,138,1.00615,138.849,-13.42,111.14,79.15,,36,,,0,0,1,PQ,0,0,0,1,12
110338,29.7068,-95.4854,7,BELLAIRE 19,BELLAIRE 19 1,Coast,138,0.98743,136.265,-23.93,110.6,79.6,,224,,,0,0,1,PQ,0,0,0,1,12
260193,32.4758,-97.0464,5,MIDLOTHIAN 4,MIDLOTHIAN 4 1,North Central,138,1.01269,139.751,-16.42,107.26,33,,4706,,,0,0,1,PQ,0,0,0,2,27
150413,32.7706,-97.703,5,WEATHERFORD 8,WEATHERFORD 8 1,North Central,138,1.02155,140.973,-12.41,105.1,59.13,,2170,,,0,0,1,PQ,0,0,0,1,16
230073,30.0861,-96.0465,7,HEMPSTEAD 4,HEMPSTEAD 4 2,Coast,138,1.01942,140.68,-16.6,104,65,,3812,,,0,0,1,PQ,0,0,0,2,24
270077,29.1352,-97.4828,6,WESTHOFF 2,WESTHOFF 2 1,South Central,138,1.02412,141.329,1.25,102.68,74.68,,4792,,,0,0,1,PQ,0,0,0,2,28
111172,29.703,-95.6407,7,SUGAR LAND 75,SUGAR LAND 75 2,Coast,138,1.01291,139.782,-21.01,102.6,75.2,,824,,,0,0,1,PQ,0,0,0,1,12
150095,33.3201,-98.7788,5,OLNEY 1,OLNEY 1 1,North Central,138,1.04119,143.685,4.51,100.8,27.15,,1923,,,0,0,1,PQ,0,0,0,1,16
240316,31.2081,-101.1108,1,BARNHART 2,BARNHART 2 2,Far West,138,1.03408,142.703,24.85,100.68,71.78,,4221,,,0,0,1,PQ,0,0,0,2,25
110132,29.3173,-96.0917,7,WHARTON 2,WHARTON 2 1,Coast,138,1.02084,140.876,-11.42,100.5,9.37,,44,,,0,0,1,PQ,0,0,0,1,12
270158,29.8691,-97.9689,6,SAN MARCOS 4,SAN MARCOS 4 1,South Central,69,0.99319,68.53,-4.61,100.3,36.76,,4861,,,0,0,1,PQ,0,0,0,2,28
111091,29.3725,-94.9718,7,LA MARQUE 3,LA MARQUE 3 1,Coast,69,1.0046,69.317,-29.72,99.8,45.89,,771,,,0,0,1,PQ,0,0,0,1,12
220148,31.2092,-102.2417,1,MC CAMEY 2,MC CAMEY 2 1,Far West,138,1.037,143.106,38.64,99.8,21.3,,3704,,,0,0,1,PQ (Remotely Regulated),0,0,0,2,23
110789,29.7549,-95.3328,7,HOUSTON 31,HOUSTON 31 2,Coast,69,1.00188,69.13,-28.64,99.8,32.5,,575,,,0,0,1,PQ,0,0,0,1,12
180021,27.5258,-99.433,4,LAREDO 16,LAREDO 16 1,South,138,1.0334,142.61,20.4,99.3,23.69,,2902,,,0,0,1,PQ,0,0,0,1,19
110982,30.1293,-95.4063,7,SPRING 20,SPRING 20 1,Coast,138,0.99837,137.776,-23.74,98.2,64.6,,700,,,0,0,1,PQ,0,0,0,1,12
220081,31.8712,-102.36,1,ODESSA 6,ODESSA 6 1,Far West,138,1.02759,141.807,25.93,96.9,55.3,,3662,,,0,0,1,PQ,0,0,0,2,23
240303,31.1814,-101.3188,1,BARNHART 1,BARNHART 1 2,Far West,138,1.0398,143.493,24.72,96.4,50.4,,4217,,,0,0,1,PQ,0,0,0,2,25
220026,30.7353,-101.76,1,SHEFFIELD 1,SHEFFIELD 1 1,Far West,138,1.00334,138.461,33.14,94.9,63.26,,3607,,,0,0,1,PQ,0,0,0,2,23
110791,29.7349,-95.3477,7,HOUSTON 32,HOUSTON 32 2,Coast,69,1.01855,70.28,-29.08,94,25.6,,576,,,0,0,1,PQ,0,0,0,1,12
150153,32.87,-97.5218,5,AZLE 1,AZLE 1 2,North Central,138,1.02958,142.082,-14.28,93.8,53.1,,1969,,,0,0,1,PQ,0,0,0,1,16
111245,29.7592,-95.0096,7,BAYTOWN 12,BAYTOWN 12 1,Coast,138,1.02088,140.881,-22.85,92.1,25.63,,839,,,0,0,1,PQ,0,0,0,1,12
180105,26.4059,-98.9709,4,ROMA 6,ROMA 6 1,South,138,1.03885,143.361,29.74,92,14.5,,2982,,,0,0,1,PQ,0,0,0,1,19
240120,32.4721,-100.421,3,SWEETWATER 1,SWEETWATER 1 1,West,138,1.03258,142.497,23.41,91.6,24.8,,4113,,,0,0,1,PQ,0,0,0,2,25
210279,31.1045,-97.3361,5,TEMPLE 6,TEMPLE 6 2,North Central,69,0.9912,68.392,-4.71,91.3,59.4,,3537,,,0,0,1,PQ,0,0,0,2,22
150390,32.7476,-97.8705,5,MILLSAP 7,MILLSAP 7 1,North Central,138,1.02511,141.465,-10.12,91.2,59.68,,2147,,,0,0,1,PQ,0,0,0,1,16
120416,29.586,-98.2916,6,UNIVERSAL CITY 13,UNIVERSAL CITY 13 2,South Central,138,1.01245,139.718,2.65,91.1,15.9,,1236,,,0,0,1,PQ,0,0,0,1,13
110743,29.995,-95.2578,7,HUMBLE 9,HUMBLE 9 2,Coast,138,1.01891,140.609,-22.59,89.3,18.6,,543,,,0,0,1,PQ,0,0,0,1,12
220101,31.9858,-102.115,1,MIDLAND 14,MIDLAND 14 1,Far West,138,1.04046,143.584,21.41,88.3,18.4,,3681,,97.43,0,0,1,PQ,0,0,0,2,23
110987,30.1322,-95.4673,7,SPRING 21,SPRING 21 1,Coast,138,1.00102,138.141,-24.27,86.7,59.3,,702,,,0,0,1,PQ,0,0,0,1,12
130315,32.0851,-96.5003,5,BARRY 4,BARRY 4 1,North Central,138,1.0236,141.256,-11.98,85.2,55.52,,1536,,,0,0,1,PQ,0,0,0,1,14
220063,32.6463,-101.809,1,ACKERLY 1,ACKERLY 1 1,Far West,138,1.03031,142.183,24.31,85,37.35,,3644,,,0,0,1,PQ,0,0,0,2,23
120397,29.4828,-98.3903,6,CONVERSE 8,CONVERSE 8 2,South Central,69,1.02008,70.386,-1.85,83.5,21.9,,1223,,,0,0,1,PQ,0,0,0,1,13
220205,30.9931,-102.2708,1,MC CAMEY 3,MC CAMEY 3 2,Far West,138,1.03482,142.805,38.29,82.3,5.3,,3724,,,0,0,1,PQ,0,0,0,2,23
220061,32.7335,-101.961,1,LAMESA 1,LAMESA 1 1,Far West,138,1.03411,142.708,24.38,82.1,25.8,,3642,,2.14,0,0,1,PQ,0,0,0,2,23
220094,32.0314,-102.274,1,GARDENDALE 4,GARDENDALE 4 1,Far West,138,1.02703,141.731,22.95,82.08,29.65,,3675,,,0,0,1,PQ,0,0,0,2,23
111084,29.3642,-95.1118,7,SANTA FE 5,SANTA FE 5 1,Coast,69,1.00107,69.074,-25.85,81.9,24.59,,765,,,0,0,1,PQ,0,0,0,1,12
130163,32.9425,-96.8964,5,CARROLLTON 7,CARROLLTON 7 2,North Central,69,0.99528,68.674,-34.16,81.5,27.06,,1402,,,0,0,1,PQ,0,0,0,1,14
120248,29.4387,-98.7522,6,RIO MEDINA 3,RIO MEDINA 3 1,South Central,138,1.01897,140.618,4.25,81.4,29.2,,1114,,,0,0,1,PQ,0,0,0,1,13
260043,32.705,-97.0629,5,GRAND PRAIRIE 11,GRAND PRAIRIE 11 2,North Central,69,0.99481,68.642,-26.08,81.1,23.1,,4593,,,0,0,1,PQ,0,0,0,2,27
220097,32.0204,-102.112,1,MIDLAND 11,MIDLAND 11 1,Far West,138,1.03433,142.737,24.34,81,18.46,,3678,,81.63,0,0,1,PQ,0,0,0,2,23
110005,29.2786,-95.9966,7,LANE CITY 1,LANE CITY 1 1,Coast,138,1.02186,141.016,-11.38,79.7,38.66,,2,,,0,0,1,PQ,0,0,0,1,12
130106,32.6666,-96.7633,5,LANCASTER 1,LANCASTER 1 1,North Central,138,0.99697,137.582,-20.8,79.6,56.6,,1364,,,0,0,1,PQ,0,0,0,1,14
220112,32.2248,-101.489,1,BIG SPRING 5,BIG SPRING 5 1,Far West,138,1.02883,141.978,26.53,79.1,25.55,,3692,,,0,0,1,PQ,0,0,0,2,23
190062,34.4884,-101.746,2,TULIA 1,TULIA 1 2,North,138,1.03247,142.481,42.18,78.9,6.7,,3057,,,0,0,1,PQ,0,0,0,1,20
220161,31.8414,-102.315,1,ODESSA 19,ODESSA 19 2,Far West,138,1.033,142.554,29.9,78.7,46.9,,3709,,,0,0,1,PQ,0,0,0,2,23
210148,31.5502,-97.1587,5,WACO 9,WACO 9 2,North Central,69,1.02643,70.824,-7.15,78.2,24,,3438,,,0,0,1,PQ,0,0,0,2,22
170119,33.2072,-96.7197,5,PROSPER 3,PROSPER 3 2,North Central,138,1.01931,140.665,-24.62,77.8,47.8,,2539,,,0,0,1,PQ,0,0,0,1,18
220141,31.8403,-102.3264,1,ODESSA 18,ODESSA 18 1,Far West,345,1.04,358.8,33.29,77,53.1,,3703,,9.64,0,0,1,PQ (Remotely Regulated),0,0,0,2,23
110177,29.9389,-95.3024,7,HUMBLE 7,HUMBLE 7 2,Coast,69,1.01207,69.832,-27.36,76.9,18.75,,82,,,0,0,1,PQ,0,0,0,1,12
260104,32.9351,-97.0165,5,COPPELL 9,COPPELL 9 2,North Central,69,0.98897,68.239,-31.6,76.6,23.41,,4642,,,0,0,1,PQ,0,0,0,2,27
110550,29.6659,-95.1464,7,DEER PARK 7,DEER PARK 7 1,Coast,69,1.00617,69.426,-27.64,76.2,36.98,,383,,,0,0,1,PQ,0,0,0,1,12
220135,32.2076,-101.3883,1,BIG SPRING 9,BIG SPRING 9 1,Far West,138,1.02684,141.704,27.11,76.1,54.8,,3701,,,0,0,1,PQ,0,0,0,2,23
190021,35.5348,-100.958,2,PAMPA 1,PAMPA 1 1,North,138,1.01902,140.625,44.12,75.7,24.68,,3018,,,0,0,1,PQ,0,0,0,1,20
180062,27.5034,-98.9056,4,BRUNI 1,BRUNI 1 1,South,138,1.045,144.211,24.32,75.4,13.52,,2939,,,0,0,1,PQ,0,0,0,1,19
220129,32.2732,-101.4224,1,BIG SPRING 8,BIG SPRING 8 2,Far West,138,1.02607,141.598,26.62,75.2,47.8,,3700,,,0,0,1,PQ,0,0,0,2,23
220173,32.2353,-101.8367,1,LENORAH 1,LENORAH 1 2,Far West,138,1.03521,142.859,27.25,75.2,18.6,,3712,,,0,0,1,PQ,0,0,0,2,23
260039,32.7474,-97.0354,5,GRAND PRAIRIE 10,GRAND PRAIRIE 10 2,North Central,69,0.9997,68.979,-29.16,75.2,23.94,,4592,,,0,0,1,PQ,0,0,0,2,27
150343,32.6293,-97.2993,5,KENNEDALE 7,KENNEDALE 7 3,North Central,69,1.01301,69.898,-19.36,74.5,15.8,,2105,,,0,0,1,PQ,0,0,0,1,16
120150,29.7649,-98.7066,6,BOERNE 6,BOERNE 6 1,South Central,138,1.0233,141.216,2.59,74.4,43.19,,1028,,,0,0,1,PQ,0,0,0,1,13
120341,29.4308,-98.4535,6,SAN ANTONIO 36,SAN ANTONIO 36 2,South Central,69,1.01338,69.923,0.47,74.1,22.3,,1181,,,0,0,1,PQ,0,0,0,1,13
130306,32.4072,-96.657,5,PALMER 2,PALMER 2 1,North Central,138,1.02337,141.225,-20.36,74,50.06,,1528,,,0,0,1,PQ,0,0,0,1,14
130158,32.9086,-96.7992,5,ADDISON 7,ADDISON 7 1,North Central,138,0.97738,134.879,-26.09,73.4,45.1,,1400,,,0,0,1,PQ,0,0,0,1,14
170222,33.1414,-96.8687,5,FRISCO 7,FRISCO 7 1,North Central,138,1.01511,140.085,-27.39,73.4,47.8,,2614,,,0,0,1,PQ,0,0,0,1,18
200047,26.1898,-97.5053,4,RIO HONDO 2,RIO HONDO 2 1,South,138,1.03547,142.895,30.1,73.29,30.1,,3182,,,0,0,1,PQ,0,0,0,2,21
130081,32.7604,-96.592,5,MESQUITE 2,MESQUITE 2 2,North Central,69,1.02929,71.021,-27.25,72.6,17.29,,1345,,,0,0,1,PQ,0,0,0,1,14
110757,29.9965,-95.1917,7,KINGWOOD 6,KINGWOOD 6 1,Coast,138,1.00993,139.37,-24.63,72.5,24.8,,551,,,0,0,1,PQ,0,0,0,1,12
260100,32.9509,-97.0072,5,COPPELL 8,COPPELL 8 1,North Central,69,0.98837,68.197,-32.01,72.2,11.63,,4639,,,0,0,1,PQ,0,0,0,2,27
150174,32.3495,-97.3948,5,CLEBURNE 4,CLEBURNE 4 2,North Central,69,1.0104,69.718,-15.56,72.1,11.4,,1985,,,0,0,1,PQ,0,0,0,1,16
120022,29.477,-98.8794,6,RIO MEDINA 1,RIO MEDINA 1 1,South Central,138,1.02158,140.978,3.48,71.4,15.33,,903,,,0,0,1,PQ,0,0,0,1,13
260107,32.977,-97.019,5,COPPELL 10,COPPELL 10 3,North Central,69,1.01599,70.103,-30.6,71.1,23,,4643,,,0,0,1,PQ,0,0,0,2,27
130067,32.6959,-96.8987,5,DUNCANVILLE 6,DUNCANVILLE 6 2,North Central,69,1.00599,69.413,-28.87,71,19.3,,1335,,,0,0,1,PQ,0,0,0,1,14
110745,30.0572,-95.1638,7,KINGWOOD 1,KINGWOOD 1 1,Coast,138,1.00112,138.154,-26.54,70.8,35.4,,544,,,0,0,1,PQ,0,0,0,1,12
260138,32.827,-97.1345,5,BEDFORD 1,BEDFORD 1 2,North Central,138,1.02412,141.329,-21.74,70.8,24.8,,4663,,,0,0,1,PQ,0,0,0,2,27
190107,32.7471,-100.9547,3,SNYDER 1,SNYDER 1 1,West,138,1.0126,139.739,29.93,70.3,24.1,,3099,,,0,0,1,PQ,0,0,0,1,20
130111,32.662,-96.8491,5,DUNCANVILLE 9,DUNCANVILLE 9 1,North Central,69,0.99863,68.906,-28.18,70.2,24.8,,1367,,,0,0,1,PQ,0,0,0,1,14
170303,32.9373,-96.7646,5,RICHARDSON 18,RICHARDSON 18 2,North Central,69,1.02362,70.629,-34.1,70.2,14.99,,2674,,,0,0,1,PQ,0,0,0,1,18
150300,32.7927,-97.343,5,FORT WORTH 20,FORT WORTH 20 2,North Central,69,0.99606,68.728,-21.15,70.2,22.72,,2075,,,0,0,1,PQ,0,0,0,1,16
210277,31.099,-97.3677,5,TEMPLE 5,TEMPLE 5 3,North Central,69,1.01792,70.236,-3.88,69.4,14.06,,3536,,,0,0,1,PQ,0,0,0,2,22
200194,26.4512,-98.1775,4,HARGILL 5,HARGILL 5 2,South,138,1.03981,143.494,31.13,69,24.8,,3297,,,0,0,1,PQ,0,0,0,2,21
110144,29.8191,-96.0787,7,SAN FELIPE 2,SAN FELIPE 2 1,Coast,138,1.0361,142.982,-18.47,68.94,33.9,,56,,108.21,0,0,1,PQ,0,0,0,1,12
120356,29.6515,-98.4364,6,BULVERDE 7,BULVERDE 7 1,South Central,138,1.0178,140.456,2.03,68.1,40.7,,1192,,,0,0,1,PQ,0,0,0,1,13
270009,30.2132,-98.5163,6,HYE 1,HYE 1 1,South Central,138,1.0253,141.491,0.53,67.76,35.03,,4725,,,0,0,1,PQ,0,0,0,2,28
150338,32.6601,-97.3336,5,FORT WORTH 22,FORT WORTH 22 2,North Central,69,1.0182,70.256,-19.93,67.7,16.9,,2102,,,0,0,1,PQ,0,0,0,1,16
220067,32.322,-102.539,1,ANDREWS 1,ANDREWS 1 1,Far West,138,1.02547,141.515,26.65,67.64,21.98,,3648,,,0,0,1,PQ,0,0,0,2,23
130124,32.8759,-96.9745,5,IRVING 3,IRVING 3 2,North Central,69,0.99091,68.373,-31.86,67.5,24.28,,1376,,,0,0,1,PQ,0,0,0,1,14
110737,29.3112,-95.7915,7,GUY 2,GUY 2 1,Coast,138,1.01371,139.892,-15.54,67.2,17.7,,539,,,0,0,1,PQ,0,0,0,1,12
150121,32.4161,-98.8322,5,EASTLAND 1,EASTLAND 1 2,North Central,138,1.03271,142.514,2.1,67.1,18.9,,1948,,,0,0,1,PQ,0,0,0,1,16
130161,32.8885,-96.8815,5,CARROLLTON 6,CARROLLTON 6 2,North Central,69,0.99166,68.425,-32.75,67.1,20,,1401,,,0,0,1,PQ,0,0,0,1,14
170501,32.8246,-96.2552,5,TERRELL 5,TERRELL 5 1,North Central,138,1.0276,141.809,-22.72,66.63,16.05,,2849,,,0,0,1,PQ,0,0,0,1,18
170324,32.9369,-96.8336,5,ADDISON 20,ADDISON 20 1,North Central,69,0.96189,66.37,-28.96,66.5,15.56,,2689,,,0,0,1,PQ,0,0,0,1,18
110337,29.6856,-95.4011,7,BELLAIRE 18,BELLAIRE 18 2,Coast,69,1.00566,69.391,-26.62,66.5,12.33,,223,,,0,0,1,PQ,0,0,0,1,12
150513,33.5098,-98.3608,2,WINDTHORST 3,WINDTHORST 3 1,North,345,1.04326,359.923,7.51,66.3,27.4,,2204,,152.33,0,0,1,PQ (Remotely Regulated at Var Limit),0,0,0,1,16
270180,29.7205,-98.0974,6,NEW BRAUNFELS 12,NEW BRAUNFELS 12 2,South Central,138,1.02942,142.059,0.89,66.3,42.5,,4879,,,0,0,1,PQ,0,0,0,2,28
110393,29.7375,-94.9593,7,BAYTOWN 4,BAYTOWN 4 2,Coast,69,1.01025,69.707,-24.36,65.7,16.93,,266,,,0,0,1,PQ,0,0,0,1,12
270122,29.5746,-97.9617,6,SEGUIN 6,SEGUIN 6 2,South Central,69,1.03018,71.082,-6.8,65.5,20.53,,4832,,,0,0,1,PQ,0,0,0,2,28
260036,32.7357,-96.9859,5,GRAND PRAIRIE 8,GRAND PRAIRIE 8 2,North Central,69,0.99458,68.626,-28.68,65.1,25.1,,4590,,,0,0,1,PQ,0,0,0,2,27
260019,32.1715,-97.0083,5,MILFORD 2,MILFORD 2 1,North Central,138,1.01623,140.24,-6.5,64.99,35.78,,4577,,,0,0,1,PQ,0,0,0,2,27
140225,30.1891,-97.7509,6,AUSTIN 54,AUSTIN 54 2,South Central,69,1.03136,71.164,-9.48,64.8,18.7,,1754,,,0,0,1,PQ,0,0,0,1,15
140147,30.3819,-97.7217,6,AUSTIN 42,AUSTIN 42 2,South Central,69,0.99807,68.867,-8.57,64.6,23.09,,1700,,,0,0,1,PQ,0,0,0,1,15
170203,33.088,-96.6758,5,PLANO 3,PLANO 3 2,North Central,69,1.00399,69.275,-29.33,64.6,5.42,,2601,,,0,0,1,PQ,0,0,0,1,18
140293,30.6137,-97.6877,6,GEORGETOWN 5,GEORGETOWN 5 1,South Central,138,1.00444,138.612,-4.87,64.6,42.5,,1800,,,0,0,1,PQ,0,0,0,1,15
111118,29.736,-95.238,7,GALENA PARK 16,GALENA PARK 16 2,Coast,69,0.99852,68.898,-28.36,64.6,24,,790,,,0,0,1,PQ,0,0,0,1,12
170097,32.9734,-96.8936,5,CARROLLTON 11,CARROLLTON 11 2,North Central,69,0.99986,68.99,-34.35,64.5,23.04,,2524,,,0,0,1,PQ,0,0,0,1,18
260099,32.9226,-97.0122,5,COPPELL 7,COPPELL 7 1,North Central,69,0.98637,68.059,-31.53,64.5,17.26,,4638,,,0,0,1,PQ,0,0,0,2,27
130107,32.6666,-96.7633,5,LANCASTER 1,LANCASTER 1 2,North Central,69,1.00776,69.536,-23.4,64.1,16.2,,1364,,,0,0,1,PQ,0,0,0,1,14
150097,33.1022,-98.5794,5,GRAHAM 1,GRAHAM 1 1,North Central,138,1.03408,142.704,1.31,64,19.1,,1925,,,0,0,1,PQ,0,0,0,1,16
210143,31.5107,-97.1925,5,HEWITT 2,HEWITT 2 1,North Central,69,1.02343,70.617,-4.78,64,20.5,,3436,,,0,0,1,PQ,0,0,0,2,22
140268,30.5772,-97.4202,6,TAYLOR 4,TAYLOR 4 3,South Central,69,1.0197,70.359,-5.12,63.7,21.66,,1784,,,0,0,1,PQ,0,0,0,1,15
110212,29.9015,-95.6735,7,KATY 21,KATY 21 1,Coast,138,1.0043,138.593,-19.48,63.7,41.6,,114,,,0,0,1,PQ,0,0,0,1,12
150220,32.7545,-97.3332,5,FORT WORTH 16,FORT WORTH 16 2,North Central,69,1.00593,69.409,-21.9,63.6,14.55,,2020,,,0,0,1,PQ,0,0,0,1,16
250275,33.1564,-94.9695,8,MOUNT PLEASANT 4,MOUNT PLEASANT 4 1,East,138,1.03873,143.344,-21.68,63.6,9.6,,4490,,,0,0,1,PQ,0,0,0,2,26
170103,32.9977,-96.8424,5,ADDISON 15,ADDISON 15 2,North Central,69,1.00388,69.268,-33.6,63.2,13.18,,2526,,,0,0,1,PQ,0,0,0,1,18
170480,33.6271,-96.5991,2,SHERMAN 4,SHERMAN 4 2,North,138,1.03623,143,-21.06,63.1,21.63,,2829,,,0,0,1,PQ,0,0,0,1,18
110828,29.9553,-95.4614,7,SPRING 7,SPRING 7 1,Coast,138,0.99438,137.224,-25.94,62.8,38.9,,603,,,0,0,1,PQ,0,0,0,1,12
220185,31.9362,-101.2983,1,FORSAN 7,FORSAN 7 2,Far West,138,1.03876,143.349,27.44,62.8,15.9,,3717,,,0,0,1,PQ,0,0,0,2,23
110793,29.7494,-95.3689,7,HOUSTON 34,HOUSTON 34 1,Coast,138,1.01878,140.592,-25.59,62.8,23,,578,,,0,0,1,PQ,0,0,0,1,12
240274,31.9925,-101.1167,1,STERLING CITY 3,STERLING CITY 3 2,Far West,138,1.03705,143.113,27.03,62.8,32.7,,4206,,,0,0,1,PQ,0,0,0,2,25
110711,29.775,-95.3806,7,HOUSTON 19,HOUSTON 19 2,Coast,69,0.99994,68.996,-27.84,62.7,20.3,,520,,,0,0,1,PQ,0,0,0,1,12
160161,27.6914,-97.3588,4,CORPUS CHRISTI 26,CORPUS CHRISTI 26 1,South,138,1.02236,141.086,21.77,62.4,21.4,,2374,,,0,0,1,PQ,0,0,0,1,17
120339,29.4341,-98.4027,6,CONVERSE 2,CONVERSE 2 2,South Central,69,1.01421,69.98,-0.34,62,20.7,,1180,,,0,0,1,PQ,0,0,0,1,13
130104,32.7059,-96.806,5,DALLAS 19,DALLAS 19 1,North Central,138,0.99857,137.803,-21.46,61.9,35.4,,1363,,,0,0,1,PQ,0,0,0,1,14
120427,29.5837,-98.2549,6,CIBOLO 5,CIBOLO 5 1,South Central,138,1.00613,138.846,1.79,61.9,36.3,,1245,,,0,0,1,PQ,0,0,0,1,13
