,Bus ID,lat,lng,Zone,Bus Name,Sub Name,Area,BaseKV,PU Volt,Volt (kV),Angle (Deg),MW Load,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num,Bus Type,Mismatch MW,Mismatch Mvar,Mismatch MVA,Bus Area,Sub Area
64,220094,32.0314,-102.274,1,GARDENDALE_4,GARDENDALE_4_1,Far_West,138.0,1.0270299999999999,141.731,22.95,82.08,29.65,,3675,,,0,0,1,PQ,0.0,0,0.0,2,23
65,111084,29.3642,-95.1118,7,SANTA_FE_5,SANTA_FE_5_1,Coast,69.0,1.0010700000000001,69.074,-25.85,81.9,24.59,,765,,,0,0,1,PQ,0.0,0,0.0,1,12
66,130163,32.9425,-96.8964,5,CARROLLTON_7,CARROLLTON_7_2,North_Central,69.0,0.9952799999999999,68.67399999999999,-34.16,81.5,27.06,,1402,,,0,0,1,PQ,0.0,0,0.0,1,14
67,120248,29.4387,-98.7522,6,RIO_MEDINA_3,RIO_MEDINA_3_1,South_Central,138.0,1.0189700000000002,140.618,4.25,81.4,29.2,,1114,,,0,0,1,PQ,0.0,0,0.0,1,13
68,260043,32.705,-97.0629,5,GRAND_PRAIRIE_11,GRAND_PRAIRIE_11_2,North_Central,69.0,0.9948100000000001,68.642,-26.08,81.1,23.1,,4593,,,0,0,1,PQ,0.0,0,0.0,2,27
69,220097,32.0204,-102.11200000000001,1,MIDLAND_11,MIDLAND_11_1,Far_West,138.0,1.03433,142.737,24.34,81.0,18.46,,3678,,81.63,0,0,1,PQ,0.0,0,0.0,2,23
70,110005,29.2786,-95.9966,7,LANE_CITY_1,LANE_CITY_1_1,Coast,138.0,1.02186,141.016,-11.38,79.7,38.66,,2,,,0,0,1,PQ,0.0,0,0.0,1,12
71,130106,32.6666,-96.7633,5,LANCASTER_1,LANCASTER_1_1,North_Central,138.0,0.99697,137.582,-20.8,79.6,56.6,,1364,,,0,0,1,PQ,0.0,0,0.0,1,14
72,220112,32.2248,-101.48899999999999,1,BIG_SPRING_5,BIG_SPRING_5_1,Far_West,138.0,1.02883,141.97799999999998,26.53,79.1,25.55,,3692,,,0,0,1,PQ,0.0,0,0.0,2,23
73,190062,34.4884,-101.74600000000001,2,TULIA_1,TULIA_1_2,North,138.0,1.03247,142.481,42.18,78.9,6.7,,3057,,,0,0,1,PQ,0.0,0,0.0,1,20
74,220161,31.8414,-102.315,1,ODESSA_19,ODESSA_19_2,Far_West,138.0,1.033,142.554,29.9,78.7,46.9,,3709,,,0,0,1,PQ,0.0,0,0.0,2,23
75,210148,31.5502,-97.1587,5,WACO_9,WACO_9_2,North_Central,69.0,1.02643,70.824,-7.15,78.2,24.0,,3438,,,0,0,1,PQ,0.0,0,0.0,2,22
76,170119,33.2072,-96.7197,5,PROSPER_3,PROSPER_3_2,North_Central,138.0,1.01931,140.665,-24.62,77.8,47.8,,2539,,,0,0,1,PQ,0.0,0,0.0,1,18
77,220141,31.8403,-102.3264,1,ODESSA_18,ODESSA_18_1,Far_West,345.0,1.04,358.8,33.29,77.0,53.1,,3703,,9.64,0,0,1,PQ (Remotely Regulated),0.0,0,0.0,2,23
78,110177,29.9389,-95.3024,7,HUMBLE_7,HUMBLE_7_2,Coast,69.0,1.01207,69.832,-27.36,76.9,18.75,,82,,,0,0,1,PQ,0.0,0,0.0,1,12
79,260104,32.9351,-97.0165,5,COPPELL_9,COPPELL_9_2,North_Central,69.0,0.9889700000000001,68.23899999999999,-31.6,76.6,23.41,,4642,,,0,0,1,PQ,0.0,0,0.0,2,27
80,110550,29.6659,-95.1464,7,DEER_PARK_7,DEER_PARK_7_1,Coast,69.0,1.00617,69.426,-27.64,76.2,36.98,,383,,,0,0,1,PQ,0.0,0,0.0,1,12
81,220135,32.2076,-101.3883,1,BIG_SPRING_9,BIG_SPRING_9_1,Far_West,138.0,1.02684,141.704,27.11,76.1,54.8,,3701,,,0,0,1,PQ,0.0,0,0.0,2,23
82,190021,35.5348,-100.958,2,PAMPA_1,PAMPA_1_1,North,138.0,1.01902,140.625,44.12,75.7,24.68,,3018,,,0,0,1,PQ,0.0,0,0.0,1,20
83,180062,27.5034,-98.9056,4,BRUNI_1,BRUNI_1_1,South,138.0,1.045,144.211,24.32,75.4,13.52,,2939,,,0,0,1,PQ,0.0,0,0.0,1,19
84,220129,32.2732,-101.4224,1,BIG_SPRING_8,BIG_SPRING_8_2,Far_West,138.0,1.02607,141.59799999999998,26.62,75.2,47.8,,3700,,,0,0,1,PQ,0.0,0,0.0,2,23
85,220173,32.2353,-101.8367,1,LENORAH_1,LENORAH_1_2,Far_West,138.0,1.03521,142.859,27.25,75.2,18.6,,3712,,,0,0,1,PQ,0.0,0,0.0,2,23
86,260039,32.7474,-97.0354,5,GRAND_PRAIRIE_10,GRAND_PRAIRIE_10_2,North_Central,69.0,0.9997,68.979,-29.16,75.2,23.94,,4592,,,0,0,1,PQ,0.0,0,0.0,2,27
87,150343,32.6293,-97.2993,5,KENNEDALE_7,KENNEDALE_7_3,North_Central,69.0,1.01301,69.898,-19.36,74.5,15.8,,2105,,,0,0,1,PQ,0.0,0,0.0,1,16
88,120150,29.7649,-98.7066,6,BOERNE_6,BOERNE_6_1,South_Central,138.0,1.0233,141.216,2.59,74.4,43.19,,1028,,,0,0,1,PQ,0.0,0,0.0,1,13
89,120341,29.4308,-98.4535,6,SAN_ANTONIO_36,SAN_ANTONIO_36_2,South_Central,69.0,1.01338,69.923,0.47,74.1,22.3,,1181,,,0,0,1,PQ,0.0,0,0.0,1,13
90,130306,32.4072,-96.65700000000001,5,PALMER_2,PALMER_2_1,North_Central,138.0,1.0233700000000001,141.225,-20.36,74.0,50.06,,1528,,,0,0,1,PQ,0.0,0,0.0,1,14
91,130158,32.9086,-96.7992,5,ADDISON_7,ADDISON_7_1,North_Central,138.0,0.9773799999999999,134.879,-26.09,73.4,45.1,,1400,,,0,0,1,PQ,0.0,0,0.0,1,14
92,170222,33.1414,-96.8687,5,FRISCO_7,FRISCO_7_1,North_Central,138.0,1.01511,140.085,-27.39,73.4,47.8,,2614,,,0,0,1,PQ,0.0,0,0.0,1,18
93,200047,26.1898,-97.5053,4,RIO_HONDO_2,RIO_HONDO_2_1,South,138.0,1.0354700000000001,142.895,30.1,73.29,30.1,,3182,,,0,0,1,PQ,0.0,0,0.0,2,21
94,130081,32.7604,-96.59200000000001,5,MESQUITE_2,MESQUITE_2_2,North_Central,69.0,1.02929,71.021,-27.25,72.6,17.29,,1345,,,0,0,1,PQ,0.0,0,0.0,1,14
95,110757,29.9965,-95.1917,7,KINGWOOD_6,KINGWOOD_6_1,Coast,138.0,1.00993,139.37,-24.63,72.5,24.8,,551,,,0,0,1,PQ,0.0,0,0.0,1,12
96,260100,32.9509,-97.0072,5,COPPELL_8,COPPELL_8_1,North_Central,69.0,0.9883700000000001,68.197,-32.01,72.2,11.63,,4639,,,0,0,1,PQ,0.0,0,0.0,2,27
97,150174,32.3495,-97.3948,5,CLEBURNE_4,CLEBURNE_4_2,North_Central,69.0,1.0104,69.718,-15.56,72.1,11.4,,1985,,,0,0,1,PQ,0.0,0,0.0,1,16
98,120022,29.476999999999997,-98.8794,6,RIO_MEDINA_1,RIO_MEDINA_1_1,South_Central,138.0,1.02158,140.97799999999998,3.48,71.4,15.33,,903,,,0,0,1,PQ,0.0,0,0.0,1,13
99,260107,32.977,-97.01899999999999,5,COPPELL_10,COPPELL_10_3,North_Central,69.0,1.01599,70.10300000000001,-30.6,71.1,23.0,,4643,,,0,0,1,PQ,0.0,0,0.0,2,27
100,130067,32.6959,-96.8987,5,DUNCANVILLE_6,DUNCANVILLE_6_2,North_Central,69.0,1.00599,69.413,-28.87,71.0,19.3,,1335,,,0,0,1,PQ,0.0,0,0.0,1,14
101,110745,30.0572,-95.1638,7,KINGWOOD_1,KINGWOOD_1_1,Coast,138.0,1.00112,138.154,-26.54,70.8,35.4,,544,,,0,0,1,PQ,0.0,0,0.0,1,12
102,260138,32.827,-97.1345,5,BEDFORD_1,BEDFORD_1_2,North_Central,138.0,1.0241200000000001,141.329,-21.74,70.8,24.8,,4663,,,0,0,1,PQ,0.0,0,0.0,2,27
103,190107,32.7471,-100.9547,3,SNYDER_1,SNYDER_1_1,West,138.0,1.0126,139.739,29.93,70.3,24.1,,3099,,,0,0,1,PQ,0.0,0,0.0,1,20
104,130111,32.662,-96.8491,5,DUNCANVILLE_9,DUNCANVILLE_9_1,North_Central,69.0,0.9986299999999999,68.906,-28.18,70.2,24.8,,1367,,,0,0,1,PQ,0.0,0,0.0,1,14
105,170303,32.9373,-96.7646,5,RICHARDSON_18,RICHARDSON_18_2,North_Central,69.0,1.02362,70.62899999999999,-34.1,70.2,14.99,,2674,,,0,0,1,PQ,0.0,0,0.0,1,18
106,150300,32.7927,-97.34299999999999,5,FORT_WORTH_20,FORT_WORTH_20_2,North_Central,69.0,0.9960600000000001,68.72800000000001,-21.15,70.2,22.72,,2075,,,0,0,1,PQ,0.0,0,0.0,1,16
107,210277,31.099,-97.3677,5,TEMPLE_5,TEMPLE_5_3,North_Central,69.0,1.0179200000000002,70.236,-3.88,69.4,14.06,,3536,,,0,0,1,PQ,0.0,0,0.0,2,22
108,200194,26.4512,-98.1775,4,HARGILL_5,HARGILL_5_2,South,138.0,1.0398100000000001,143.494,31.13,69.0,24.8,,3297,,,0,0,1,PQ,0.0,0,0.0,2,21
109,110144,29.8191,-96.0787,7,SAN_FELIPE_2,SAN_FELIPE_2_1,Coast,138.0,1.0361,142.982,-18.47,68.94,33.9,,56,,108.21,0,0,1,PQ,0.0,0,0.0,1,12
110,120356,29.6515,-98.4364,6,BULVERDE_7,BULVERDE_7_1,South_Central,138.0,1.0178,140.45600000000002,2.03,68.1,40.7,,1192,,,0,0,1,PQ,0.0,0,0.0,1,13
111,270009,30.2132,-98.5163,6,HYE_1,HYE_1_1,South_Central,138.0,1.0253,141.491,0.53,67.76,35.03,,4725,,,0,0,1,PQ,0.0,0,0.0,2,28
112,150338,32.6601,-97.3336,5,FORT_WORTH_22,FORT_WORTH_22_2,North_Central,69.0,1.0182,70.256,-19.93,67.7,16.9,,2102,,,0,0,1,PQ,0.0,0,0.0,1,16
113,220067,32.321999999999996,-102.539,1,ANDREWS_1,ANDREWS_1_1,Far_West,138.0,1.02547,141.515,26.65,67.64,21.98,,3648,,,0,0,1,PQ,0.0,0,0.0,2,23
114,130124,32.8759,-96.9745,5,IRVING_3,IRVING_3_2,North_Central,69.0,0.9909100000000001,68.373,-31.86,67.5,24.28,,1376,,,0,0,1,PQ,0.0,0,0.0,1,14
115,110737,29.3112,-95.7915,7,GUY_2,GUY_2_1,Coast,138.0,1.01371,139.892,-15.54,67.2,17.7,,539,,,0,0,1,PQ,0.0,0,0.0,1,12
116,150121,32.4161,-98.8322,5,EASTLAND_1,EASTLAND_1_2,North_Central,138.0,1.03271,142.514,2.1,67.1,18.9,,1948,,,0,0,1,PQ,0.0,0,0.0,1,16
117,130161,32.8885,-96.8815,5,CARROLLTON_6,CARROLLTON_6_2,North_Central,69.0,0.99166,68.425,-32.75,67.1,20.0,,1401,,,0,0,1,PQ,0.0,0,0.0,1,14
118,170501,32.8246,-96.2552,5,TERRELL_5,TERRELL_5_1,North_Central,138.0,1.0276,141.809,-22.72,66.63,16.05,,2849,,,0,0,1,PQ,0.0,0,0.0,1,18
119,170324,32.9369,-96.8336,5,ADDISON_20,ADDISON_20_1,North_Central,69.0,0.9618899999999999,66.37,-28.96,66.5,15.56,,2689,,,0,0,1,PQ,0.0,0,0.0,1,18
120,110337,29.6856,-95.4011,7,BELLAIRE_18,BELLAIRE_18_2,Coast,69.0,1.00566,69.391,-26.62,66.5,12.33,,223,,,0,0,1,PQ,0.0,0,0.0,1,12
121,150513,33.5098,-98.3608,2,WINDTHORST_3,WINDTHORST_3_1,North,345.0,1.04326,359.923,7.51,66.3,27.4,,2204,,152.33,0,0,1,PQ (Remotely Regulated at Var Limit),0.0,0,0.0,1,16
122,270180,29.7205,-98.0974,6,NEW_BRAUNFELS_12,NEW_BRAUNFELS_12_2,South_Central,138.0,1.02942,142.059,0.89,66.3,42.5,,4879,,,0,0,1,PQ,0.0,0,0.0,2,28
123,110393,29.7375,-94.9593,7,BAYTOWN_4,BAYTOWN_4_2,Coast,69.0,1.01025,69.707,-24.36,65.7,16.93,,266,,,0,0,1,PQ,0.0,0,0.0,1,12
124,270122,29.5746,-97.9617,6,SEGUIN_6,SEGUIN_6_2,South_Central,69.0,1.0301799999999999,71.082,-6.8,65.5,20.53,,4832,,,0,0,1,PQ,0.0,0,0.0,2,28
125,260036,32.7357,-96.9859,5,GRAND_PRAIRIE_8,GRAND_PRAIRIE_8_2,North_Central,69.0,0.9945799999999999,68.626,-28.68,65.1,25.1,,4590,,,0,0,1,PQ,0.0,0,0.0,2,27
126,260019,32.1715,-97.0083,5,MILFORD_2,MILFORD_2_1,North_Central,138.0,1.01623,140.24,-6.5,64.99,35.78,,4577,,,0,0,1,PQ,0.0,0,0.0,2,27
127,140225,30.1891,-97.7509,6,AUSTIN_54,AUSTIN_54_2,South_Central,69.0,1.03136,71.164,-9.48,64.8,18.7,,1754,,,0,0,1,PQ,0.0,0,0.0,1,15
128,140147,30.3819,-97.7217,6,AUSTIN_42,AUSTIN_42_2,South_Central,69.0,0.9980700000000001,68.867,-8.57,64.6,23.09,,1700,,,0,0,1,PQ,0.0,0,0.0,1,15
129,170203,33.088,-96.6758,5,PLANO_3,PLANO_3_2,North_Central,69.0,1.00399,69.275,-29.33,64.6,5.42,,2601,,,0,0,1,PQ,0.0,0,0.0,1,18
130,140293,30.6137,-97.6877,6,GEORGETOWN_5,GEORGETOWN_5_1,South_Central,138.0,1.00444,138.612,-4.87,64.6,42.5,,1800,,,0,0,1,PQ,0.0,0,0.0,1,15
131,111118,29.736,-95.238,7,GALENA_PARK_16,GALENA_PARK_16_2,Coast,69.0,0.9985200000000001,68.898,-28.36,64.6,24.0,,790,,,0,0,1,PQ,0.0,0,0.0,1,12
132,170097,32.9734,-96.8936,5,CARROLLTON_11,CARROLLTON_11_2,North_Central,69.0,0.9998600000000001,68.99,-34.35,64.5,23.04,,2524,,,0,0,1,PQ,0.0,0,0.0,1,18
133,260099,32.9226,-97.0122,5,COPPELL_7,COPPELL_7_1,North_Central,69.0,0.9863700000000001,68.059,-31.53,64.5,17.26,,4638,,,0,0,1,PQ,0.0,0,0.0,2,27
